n	lemma	count	status	approvals
1121	Ἀπολλῶς	10		
1122	φείδομαι	10		
1123	παρεμβολή	10		
1124	χρηστότης	10		
1125	ἀσεβής	10		
1126	ἁγιασμός	10		
1127	ἐπιτελέω	10		
1128	πόρνος	10		
1129	παντοκράτωρ	10		
1130	σφάζω	10		
1131	Σολομών	9		
1132	γαστήρ	9		
1133	χρηματίζω	9		
1134	κλαυθμός	9		
1135	θνῄσκω	9		
1136	περίχωρος	9		
1137	ὕστερος	9		
1138	κάτω	9		
1139	ἀνατέλλω	9		
1140	ὀργίζομαι	9		
1141	ἀπολείπω	9		
1142	ἀποστρέφω	9		
1143	οὐράνιος	9		
1144	γωνία	9		
1145	ἀλείφω	9		
1146	καταφρονέω	9		
1147	τρέφω	9		
1148	μαργαρίτης	9		
1149	κρούω	9		
1150	ἐπιδίδωμι	9		
1151	λεπρός	9		
1152	βόσκω	9		
1153	κλίνη	9		
1154	Σαμαρίτης	9		
1155	δωρεάν	9		
1156	Σόδομα	9		
1157	Σιδών	9		
1158	εὐδοκία	9		
1159	κραυγάζω	9		
1160	Ἰωνᾶς	9		
1161	ἑξήκοντα	9		
1162	πιπράσκω	9		
1163	κλάσμα	9		
1164	ἀναγκάζω	9		
1165	φόνος	9		
1166	μεταξύ	9		
1167	ἄρσην	9		
1168	δεῦρο	9		
1169	εὐώνυμος	9		
1170	ἐντρέπω	9		
1171	ἀποδοκιμάζω	9		
1172	νομικός	9		
1173	μεστός	9		
1174	ἀστραπή	9		
1175	σελήνη	9		
1176	λαμπάς	9		
1177	διασκορπίζω	9		
1178	Καϊάφας	9		
1179	ἄζυμος	9		
1180	ἄμπελος	9		
1181	ἔσω	9		
1182	φθόνος	9		
1183	ταχύ	9		
1184	στήκω	9		
1185	γεμίζω	9		
1186	ἀρχισυνάγωγος	9		
1187	στολή	9		
1188	στάσις	9		
1189	καθαιρέω	9		
1190	Ἐλισάβετ	9		
1191	τάξις	9		
1192	ἐπέρχομαι	9		
1193	Ἀδάμ	9		
1194	κατάγω	9		
1195	ὀνομάζω	9		
1196	μονογενής	9		
1197	χάριν	9		
1198	ἄβυσσος	9		
1199	σιγάω	9		
1200	οἰκονομία	9		
1201	ἐκδίκησις	9		
1202	μνᾶ	9		
1203	ὑστέρημα	9		
1204	ἄνομος	9		
1205	λαμπρός	9		
1206	Κηφᾶς	9		
1207	Ἰσραηλίτης	9		
1208	ἄνω	9		
1209	διατρίβω	9		
1210	ἕβδομος	9		
1211	αἵρεσις	9		
1212	κατάπαυσις	9		
1213	Σαούλ	9		
1214	τεῖχος	9		
1215	παρρησιάζομαι	9		
1216	μεταπέμπομαι	9		
1217	νῆσος	9		
1218	προπέμπω	9		
1219	εἰδωλόθυτον	9		
1220	γνώμη	9		
1221	προσφορά	9		
1222	Φῆλιξ	9		
1223	ἐπιποθέω	9		
1224	ἔρις	9		
1225	πλεονάζω	9		
1226	οἰκέω	9		
1227	φθορά	9		
1228	ἀπαρχή	9		
1229	κίνδυνος	9		
1230	εὐάρεστος	9		
1231	φθείρω	9		
1232	λέων	9		
1233	μεθερμηνεύω	8		
1234	Βηθλέεμ	8		
1235	ἔνδυμα	8		
1236	ζώνη	8		
1237	ὀσφῦς	8		
1238	προσκόπτω	8		
1239	Συρία	8		
1240	ἐξαιρέω	8		
1241	εἰσφέρω	8		
1242	θησαυρίζω	8		
1243	ἡλικία	8		
1244	συλλέγω	8		
1245	σαπρός	8		
1246	προσπίπτω	8		
1247	καλύπτω	8		
1248	σχίσμα	8		
1249	κοράσιον	8		
1250	ῥίπτω	8		
1251	Ἰσκαριώτης	8		
1252	νύμφη	8		
1253	κόπτω	8		
1254	ταπεινός	8		
1255	ξηρός	8		
1256	ἀποκαθίστημι	8		
1257	συμβούλιον	8		
1258	ἀργός	8		
1259	κήρυγμα	8		
1260	βάθος	8		
1261	καρποφορέω	8		
1262	ζιζάνιον	8		
1263	πατρίς	8		
1264	ἀποτίθημι	8		
1265	ἐναντίος	8		
1266	διασῴζω	8		
1267	βοηθέω	8		
1268	ἐπιλανθάνομαι	8		
1269	διαστέλλομαι	8		
1270	εὐνοῦχος	8		
1271	γογγύζω	8		
1272	ἴσος	8		
1273	κατέναντι	8		
1274	περιτίθημι	8		
1275	λιθοβολέω	8		
1276	στράτευμα	8		
1277	κινέω	8		
1278	μεγαλύνω	8		
1279	ἐκτός	8		
1280	ἐπισυνάγω	8		
1281	Νῶε	8		
1282	ἀρκέω	8		
1283	προέρχομαι	8		
1284	πραιτώριον	8		
1285	τάσσω	8		
1286	κύκλῳ	8		
1287	δρέπανον	8		
1288	μνῆμα	8		
1289	διηγέομαι	8		
1290	διακόσιοι	8		
1291	θαρρέω	8		
1292	διανοίγω	8		
1293	ἐκφέρω	8		
1294	συμβαίνω	8		
1295	εὐλογητός	8		
1296	συγκαλέω	8		
1297	ἄφθαρτος	8		
1298	ἀπιστέω	8		
1299	βεβαιόω	8		
1300	κατηχέω	8		
1301	βρέφος	8		
1302	πρωτότοκος	8		
1303	αἰνέω	8		
1304	ὀκτώ	8		
1305	πάντως	8		
1306	μυριάς	8		
1307	βοῦς	8		
1308	ἀντίκειμαι	8		
1309	τάχος	8		
1310	ἐκφεύγω	8		
1311	ὁρίζω	8		
1312	ἐσθής	8		
1313	ἐνθάδε	8		
1314	μέντοι	8		
1315	ἕλκω	8		
1316	αὐτός	8		
1317	λιθάζω	8		
1318	τεκνίον	8		
1319	ὅσιος	8		
1320	Κιλικία	8		
1321	Κορνήλιος	8		
1322	ἀναγκαῖος	8		
1323	Μᾶρκος	8		
1324	Σίλας	8		
1325	ἄπειμι	8		
1326	χάραγμα	8		
1327	Ῥώμη	8		
1328	νουθετέω	8		
1329	ἀπολογία	8		
1330	ἀδόκιμος	8		
1331	ὀξύς	8		
1332	βέβαιος	8		
1333	ὑπερβολή	8		
1334	ἀπεκδέχομαι	8		
1335	προΐστημι	8		
1336	κοινωνέω	8		
1337	πορνεύω	8		
1338	μετέχω	8		
1339	ἁγνός	8		
1340	ἄμωμος	8		
1341	ἐνέργεια	8		
1342	Μελχισέδεκ	8		
1343	μέτωπον	8		
1344	προστάσσω	7		
1345	πρέπω	7		
1346	σκιά	7		
1347	ἅλας	7		
1348	λάμπω	7		
1349	ὑποπόδιον	7		
1350	βρέχω	7		
1351	ὀφειλέτης	7		
1352	ῥήγνυμι	7		
1353	πλατεῖα	7		
1354	πνέω	7		
1355	βρυγμός	7		
1356	κλίνω	7		
1357	ποταπός	7		
1358	ἀγέλη	7		
1359	εὐκοπώτερος	7		
1360	συνανάκειμαι	7		
1361	ἰατρός	7		
1362	ὄπισθεν	7		
1363	κτάομαι	7		
1364	μαστιγόω	7		
1365	Βεελζεβούλ	7		
1366	δῶμα	7		
1367	προσφωνέω	7		
1368	πάλαι	7		
1369	χρηστός	7		
1370	ἐμπίπτω	7		
1371	συντρίβω	7		
1372	φθάνω	7		
1373	μοιχαλίς	7		
1374	νότος	7		
1375	ἀπάτη	7		
1376	ἄκαρπος	7		
1377	κόκκος	7		
1378	πτῶμα	7		
1379	χεῖλος	7		
1380	προσμένω	7		
1381	ἐπιδείκνυμι	7		
1382	διαστρέφω	7		
1383	κρεμάννυμι	7		
1384	τράχηλος	7		
1385	ἀγανακτέω	7		
1386	Ἰεριχώ	7		
1387	Σιών	7		
1388	φονεύς	7		
1389	φιμόω	7		
1390	πονηρία	7		
1391	γαμίζω	7		
1392	δάκτυλος	7		
1393	καταπίνω	7		
1394	τάφος	7		
1395	μεθύω	7		
1396	θόρυβος	7		
1397	καθέζομαι	7		
1398	σπεῖρα	7		
1399	πανταχοῦ	7		
1400	καθαρισμός	7		
1401	χαλάω	7		
1402	Λευί	7		
1403	περιβλέπομαι	7		
1404	ἔκστασις	7		
1405	πεντήκοντα	7		
1406	ἀτιμάζω	7		
1407	σύνεσις	7		
1408	συγχαίρω	7		
1409	Συμεών	7		
1410	ῥομφαία	7		
1411	στρατεύομαι	7		
1412	ἐπίκειμαι	7		
1413	ἐπιστάτης	7		
1414	ἀξιόω	7		
1415	φίλημα	7		
1416	ἀποδέχομαι	7		
1417	ἐκζητέω	7		
1418	ἀγωνίζομαι	7		
1419	φρέαρ	7		
1420	ἀνταποδίδωμι	7		
1421	φλόξ	7		
1422	θεῖον	7		
1423	ψαλμός	7		
1424	ἀνάθεμα	7		
1425	κυριεύω	7		
1426	διατίθεμαι	7		
1427	ὑπομιμνῄσκω	7		
1428	ἐπίγειος	7		
1429	ζήτησις	7		
1430	Ἑβραϊστί	7		
1431	λέγω	7		
1432	ἐλευθερόω	7		
1433	ἁγνίζω	7		
1434	ζηλωτής	7		
1435	ἡμέτερος	7		
1436	μεταλαμβάνω	7		
1437	Στέφανος	7		
1438	δουλόω	7		
1439	ἀεί	7		
1440	ἐκλογή	7		
1441	ἐνδυναμόω	7		
1442	συμβιβάζω	7		
1443	ἀνθρώπινος	7		
1444	ἐγκαλέω	7		
1445	ταπεινοφροσύνη	7		
1446	ἀήρ	7		
1447	εὔχομαι	7		
1448	μνεία	7		
1449	ἀτιμία	7		
1450	ἀφθαρσία	7		
1451	ἐριθεία	7		
1452	παράβασις	7		
1453	δοκιμή	7		
1454	ἀφορμή	7		
1455	ἐνίστημι	7		
1456	ἀπείθεια	7		
1457	ἁπλότης	7		
1458	δόκιμος	7		
1459	σαρκικός	7		
1460	δηλόω	7		
1461	ἐποικοδομέω	7		
1462	φυσιόω	7		
1463	εἰδωλολάτρης	7		
1464	ᾠδή	7		
1465	πολεμέω	7		
1466	ὄναρ	6		
1467	ὕπνος	6		
1468	μάγος	6		
1469	κάμηλος	6		
1470	ὑποδείκνυμι	6		
1471	ἀποθήκη	6		
1472	περιάγω	6		
1473	περισσός	6		
1474	κάρφος	6		
1475	δοκός	6		
1476	λύκος	6		
1477	ἀνακλίνω	6		
1478	πενθερά	6		
1479	πυρετός	6		
1480	διαπεράω	6		
1481	ἱνατί	6		
1482	πήρα	6		
1483	φορέω	6		
1484	ζυγός	6		
1485	φορτίον	6		
1486	σβέννυμι	6		
1487	αἰγιαλός	6		
1488	ἀναπληρόω	6		
1489	μέριμνα	6		
1490	συντέλεια	6		
1491	Ἡρῳδιάς	6		
1492	κόφινος	6		
1493	πεντακισχίλιοι	6		
1494	στάδιος	6		
1495	χειμών	6		
1496	κλείς	6		
1497	ζημιόω	6		
1498	πρᾶξις	6		
1499	συλλαλέω	6		
1500	συμφωνέω	6		
1501	βάρος	6		
1502	ἐπιβαίνω	6		
1503	στρώννυμι	6		
1504	ὡσαννά	6		
1505	Ναζαρέθ	6		
1506	σπήλαιον	6		
1507	φύλλον	6		
1508	μεταμέλομαι	6		
1509	ἀποδημέω	6		
1510	θαυμαστός	6		
1511	βαρύς	6		
1512	ὑπόκρισις	6		
1513	βδέλυγμα	6		
1514	ἄκρον	6		
1515	τρώγω	6		
1516	κιβωτός	6		
1517	κραυγή	6		
1518	βαρέω	6		
1519	καταφιλέω	6		
1520	ἐμπτύω	6		
1521	κόκκινος	6		
1522	Κυρηναῖος	6		
1523	ὄξος	6		
1524	καταπέτασμα	6		
1525	σινδών	6		
1526	παρασκευή	6		
1527	ἕνδεκα	6		
1528	Ναζαρηνός	6		
1529	παρατηρέω	6		
1530	μάστιξ	6		
1531	παραδέχομαι	6		
1532	σπόρος	6		
1533	διεγείρω	6		
1534	σωφρονέω	6		
1535	ἀπορέω	6		
1536	ἐξαυτῆς	6		
1537	ἀποτάσσομαι	6		
1538	λανθάνω	6		
1539	στενάζω	6		
1540	ἀποκόπτω	6		
1541	χρῆμα	6		
1542	ἀναμιμνῄσκω	6		
1543	βάτος	6		
1544	πρόφασις	6		
1545	συντελέω	6		
1546	δίς	6		
1547	θερμαίνομαι	6		
1548	χειροποίητος	6		
1549	ἀποφέρω	6		
1550	Ἀλέξανδρος	6		
1551	πληροφορέω	6		
1552	καθότι	6		
1553	θυμίαμα	6		
1554	ἀπειθής	6		
1555	λειτουργία	6		
1556	ὕψος	6		
1557	σπεύδω	6		
1558	συμβάλλω	6		
1559	προκόπτω	6		
1560	μέτοχος	6		
1561	κόλπος	6		
1562	πλέω	6		
1563	συναντάω	6		
1564	σκοπέω	6		
1565	συνευδοκέω	6		
1566	διαφθείρω	6		
1567	περιζώννυμι	6		
1568	ἐργασία	6		
1569	αἰσχύνη	6		
1570	βουλεύομαι	6		
1571	μόσχος	6		
1572	ἐπαινέω	6		
1573	ἐγκακέω	6		
1574	ἐκδικέω	6		
1575	λείπω	6		
1576	πώποτε	6		
1577	ἔχθρα	6		
1578	ἀνόητος	6		
1579	διερμηνεύω	6		
1580	ἐξηγέομαι	6		
1581	Ναθαναήλ	6		
1582	φαῦλος	6		
1583	ἐραυνάω	6		
1584	πηλός	6		
1585	ὀσμή	6		
1586	σημαίνω	6		
1587	ὑπόδειγμα	6		
1588	ὅπλον	6		
1589	διάλεκτος	6		
1590	διαφθορά	6		
1591	ἀλλάσσω	6		
1592	κακόω	6		
1593	μετατίθημι	6		
1594	ἀπωθέομαι	6		
1595	Ἰκόνιον	6		
1596	Λύστρα	6		
1597	μάταιος	6		
1598	μόλις	6		
1599	Τρῳάς	6		
1600	ἐκδέχομαι	6		
1601	ποιητής	6		
1602	Κόρινθος	6		
1603	Ἀκύλας	6		
1604	σκληρύνω	6		
1605	βάρβαρος	6		
1606	ἀσέβεια	6		
1607	ὁμοίωμα	6		
1608	φθαρτός	6		
1609	εἴπερ	6		
1610	καταλλάσσω	6		
1611	θνητός	6		
1612	ἐξαπατάω	6		
1613	πρόσκομμα	6		
1614	ἐγκεντρίζω	6		
1615	ἀνυπόκριτος	6		
1616	φιλαδελφία	6		
1617	εἰκῇ	6		
1618	ἀξίως	6		
1619	ψυχικός	6		
1620	μιμητής	6		
1621	ἔνι	6		
1622	ἐπιταγή	6		
1623	πυρόομαι	6		
1624	πεποίθησις	6		
1625	νόημα	6		
1626	ὑπερβάλλω	6		
1627	ὁμολογία	6		
1628	κατάρα	6		
1629	μεσίτης	6		
1630	στοιχεῖον	6		
1631	παιδεία	6		
1632	ἀγών	6		
1633	Λαοδίκεια	6		
1634	νήφω	6		
1635	ἐπιφάνεια	6		
1636	βασανισμός	6		
1637	γένεσις	5		
1638	Ἰεσσαί	5		
1639	δεκατέσσαρες	5		
1640	ἀκριβῶς	5		
1641	ἔχιδνα	5		
1642	ἁλιεύς	5		
1643	προβαίνω	5		
1644	καταπατέω	5		
1645	ἀντίδικος	5		
1646	ταχύς	5		
1647	μοιχάομαι	5		
1648	εἰσακούω	5		
1649	ἀφανίζω	5		
1650	φωτεινός	5		
1651	ὀλιγόπιστος	5		
1652	χρῄζω	5		
1653	κύων	5		
1654	ἅρπαξ	5		
1655	θεμελιόω	5		
1656	ἄμμος	5		
1657	δυσμή	5		
1658	ὁρμάω	5		
1659	θαρσέω	5		
1660	Μαθθαῖος	5		
1661	κράσπεδον	5		
1662	ἐμβριμάομαι	5		
1663	Ἁλφαῖος	5		
1664	ἄργυρος	5		
1665	χαλκός	5		
1666	κονιορτός	5		
1667	ἀνεκτός	5		
1668	Βηθσαϊδά	5		
1669	ἀνάπαυσις	5		
1670	στάχυς	5		
1671	καταδικάζω	5		
1672	ἐρημόομαι	5		
1673	σκορπίζω	5		
1674	περίσσευμα	5		
1675	συμπνίγω	5		
1676	δή	5		
1677	σίναπι	5		
1678	ἔμπορος	5		
1679	πίναξ	5		
1680	ἄρρωστος	5		
1681	ὁδηγός	5		
1682	ὁδηγέω	5		
1683	ἀσύνετος	5		
1684	ἐκλύομαι	5		
1685	σπυρίς	5		
1686	τετρακισχίλιοι	5		
1687	ἐπισκιάζω	5		
1688	ἐννέα	5		
1689	θῆλυς	5		
1690	ψευδομαρτυρέω	5		
1691	ὄνος	5		
1692	σείω	5		
1693	θηλάζω	5		
1694	ληνός	5		
1695	ὑβρίζω	5		
1696	ἐπιγραφή	5		
1697	πρωτοκλισία	5		
1698	πτέρυξ	5		
1699	ἀετός	5		
1700	σκοτίζομαι	5		
1701	χρονίζω	5		
1702	εὖ	5		
1703	σκληρός	5		
1704	καταράομαι	5		
1705	ποίμνη	5		
1706	ἀποσπάω	5		
1707	διαρρήγνυμι	5		
1708	κολαφίζω	5		
1709	παίω	5		
1710	ἀπέναντι	5		
1711	ἐκδύω	5		
1712	παραπορεύομαι	5		
1713	συσταυρόομαι	5		
1714	πλάνος	5		
1715	ἀνακράζω	5		
1716	πλοιάριον	5		
1717	ἁμάρτημα	5		
1718	δαπανάω	5		
1719	ἥμισυς	5		
1720	ἐλαύνω	5		
1721	πωρόω	5		
1722	περίκειμαι	5		
1723	ἀποστερέω	5		
1724	γαζοφυλάκιον	5		
1725	ἐξαίφνης	5		
1726	ἐπιγράφω	5		
1727	εὐσχήμων	5		
1728	τρόμος	5		
1729	συνεργέω	5		
1730	καθεξῆς	5		
1731	Ἀαρών	5		
1732	ἐναντίον	5		
1733	ἄμεμπτος	5		
1734	ἀγαλλίασις	5		
1735	διαμένω	5		
1736	ὑπερήφανος	5		
1737	ἐμπίμπλημι	5		
1738	ὄγδοος	5		
1739	δόγμα	5		
1740	σωτήριος	5		
1741	νηστεία	5		
1742	μεταδίδωμι	5		
1743	εἶδος	5		
1744	χρίω	5		
1745	δεκτός	5		
1746	παραλύομαι	5		
1747	μήγε	5		
1748	διαπορεύομαι	5		
1749	ἔντιμος	5		
1750	ἑξῆς	5		
1751	ἱματισμός	5		
1752	κατακλίνω	5		
1753	ἐκμάσσω	5		
1754	ὑπολαμβάνω	5		
1755	ἡδονή	5		
1756	ἑβδομήκοντα	5		
1757	πατέω	5		
1758	σκορπίος	5		
1759	μερίς	5		
1760	ποίμνιον	5		
1761	κῆπος	5		
1762	ἡσυχάζω	5		
1763	ἐπέχω	5		
1764	συνεσθίω	5		
1765	αἰσχύνομαι	5		
1766	μεθίστημι	5		
1767	στῆθος	5		
1768	φόρος	5		
1769	πανουργία	5		
1770	ἀκαταστασία	5		
1771	παγίς	5		
1772	βραχύς	5		
1773	ἀναπέμπω	5		
1774	δικαίως	5		
1775	ἔμφοβος	5		
1776	παρακύπτω	5		
1777	ὀθόνιον	5		
1778	σκηνόω	5		
1779	Νικόδημος	5		
1780	βασιλικός	5		
1781	ὀψάριον	5		
1782	σύ	5		
1783	κατήγορος	5		
1784	παροιμία	5		
1785	μαίνομαι	5		
1786	λούω	5		
1787	παράκλητος	5		
1788	λατρεία	5		
1789	μιαίνω	5		
1790	πλευρά	5		
1791	σύρω	5		
1792	συγχέω	5		
1793	Παμφυλία	5		
1794	προοράω	5		
1795	ἐξαλείφω	5		
1796	ἰδιώτης	5		
1797	παραγγελία	5		
1798	Φαραώ	5		
1799	Αἰγύπτιος	5		
1800	ἔπειμι	5		
1801	Κύπρος	5		
1802	σιδηροῦς	5		
1803	ἀνθύπατος	5		
1804	εἴσοδος	5		
1805	ὑετός	5		
1806	ζήτημα	5		
1807	Μακεδών	5		
1808	Θεσσαλονίκη	5		
1809	Ἰάσων	5		
1810	προθυμία	5		
1811	ἀντιτάσσομαι	5		
1812	Ἄρτεμις	5		
1813	Ἐφέσιος	5		
1814	Γάϊος	5		
1815	Ἀρίσταρχος	5		
1816	Τυχικός	5		
1817	μαρτύρομαι	5		
1818	ἐπίσκοπος	5		
1819	στοιχέω	5		
1820	ἀσφαλής	5		
1821	ἐγκόπτω	5		
1822	ἄνεσις	5		
1823	ἐντυγχάνω	5		
1824	προγινώσκω	5		
1825	ὁποῖος	5		
1826	Κρήτη	5		
1827	περιαιρέω	5		
1828	ἀόρατος	5		
1829	παραβάτης	5		
1830	κενόω	5		
1831	ἐφάπαξ	5		
1832	ἐνοικέω	5		
1833	δουλεία	5		
1834	υἱοθεσία	5		
1835	προορίζω	5		
1836	φύραμα	5		
1837	ἐπιτυγχάνω	5		
1838	πταίω	5		
1839	οἰκτιρμός	5		
1840	ὑπερέχω	5		
1841	λειτουργός	5		
1842	ὀνειδισμός	5		
1843	ψάλλω	5		
1844	εὐπρόσδεκτος	5		
1845	ἀνέγκλητος	5		
1846	μωρία	5		
1847	γάλα	5		
1848	μετασχηματίζω	5		
1849	πλεονεκτέω	5		
1850	πρόκειμαι	5		
1851	ὑπόστασις	5		
1852	ἐπιχορηγέω	5		
1853	περιποίησις	5		
1854	ᾄδω	5		
1855	θώραξ	5		
1856	καίπερ	5		
1857	ἐπιεικής	5		
1858	ἀρετή	5		
1859	μῦθος	5		
1860	ἐκτρέπομαι	5		
1861	βέβηλος	5		
1862	ζόφος	5		
1863	πένθος	5		
1864	καταλαλέω	5		
1865	ἀντίχριστος	5		
1866	πέτομαι	5		
1867	οὐρά	5		
1868	βύσσινος	5		
1869	μετοικεσία	4		
1870	λάθρᾳ	4		
1871	ἀνακάμπτω	4		
1872	Ναζαρέτ	4		
1873	ἀκρίς	4		
1874	μέλι	4		
1875	γέννημα	4		
1876	ἐκπειράζω	4		
1877	πραΰς	4		
1878	μωραίνω	4		
1879	ὅλως	4		
1880	δανείζω	4		
1881	ἐθνικός	4		
1882	ῥύμη	4		
1883	ἀριστερός	4		
1884	ταμεῖον	4		
1885	διορύσσω	4		
1886	ἀντέχομαι	4		
1887	μαμωνᾶς	4		
1888	πῆχυς	4		
1889	δόμα	4		
1890	σῦκον	4		
1891	λέπρα	4		
1892	κῦμα	4		
1893	ἐνθύμησις	4		
1894	ἐπίβλημα	4		
1895	θορυβέω	4		
1896	σκύλλω	4		
1897	Βαρθολομαῖος	4		
1898	ἐκτινάσσω	4		
1899	Γόμορρα	4		
1900	στρουθίον	4		
1901	ψυχρός	4		
1902	δεσμωτήριον	4		
1903	μαλακός	4		
1904	ὀρχέομαι	4		
1905	θρηνέω	4		
1906	σάκκος	4		
1907	συνετός	4		
1908	κατάγνυμι	4		
1909	νῖκος	4		
1910	βασίλισσα	4		
1911	πέρας	4		
1912	ἄνυδρος	4		
1913	πετρῶδες	4		
1914	καυματίζω	4		
1915	πρόσκαιρος	4		
1916	βλαστάνω	4		
1917	ἐκριζόω	4		
1918	λάχανον	4		
1919	κατασκηνόω	4		
1920	ζυμόω	4		
1921	κάμινος	4		
1922	μαθητεύω	4		
1923	ἄτιμος	4		
1924	τετραάρχης	4		
1925	ἀποκεφαλίζω	4		
1926	κακολογέω	4		
1927	κυνάριον	4		
1928	κυλλός	4		
1929	ἐρημία	4		
1930	μεταμορφόομαι	4		
1931	γονυπετέω	4		
1932	κῆνσος	4		
1933	μύλος	4		
1934	ἐνενήκοντα	4		
1935	ἑπτάκις	4		
1936	ἕνεκα	4		
1937	κτῆμα	4		
1938	κατακυριεύω	4		
1939	φραγμός	4		
1940	πύργος	4		
1941	ἐκδίδωμι	4		
1942	ταῦρος	4		
1943	ἀμελέω	4		
1944	πρωτοκαθεδρία	4		
1945	προσήλυτος	4		
1946	διπλοῦς	4		
1947	ἀποδεκατόω	4		
1948	ὡραῖος	4		
1949	ὀστέον	4		
1950	Ἅβελ	4		
1951	ὠδίν	4		
1952	κολοβόω	4		
1953	κατακλυσμός	4		
1954	συμβουλεύω	4		
1955	γένημα	4		
1956	ὑμνέω	4		
1957	αὐτοῦ	4		
1958	περίλυπος	4		
1959	λεγιών	4		
1960	λαλιά	4		
1961	εἴωθα	4		
1962	περισσῶς	4		
1963	κρανίον	4		
1964	μίγνυμι	4		
1965	Ἁριμαθαία	4		
1966	ἀσφαλίζω	4		
1967	ὀψέ	4		
1968	ἀποκυλίω	4		
1969	ἱμάς	4		
1970	κακοποιέω	4		
1971	δαμάζω	4		
1972	χλωρός	4		
1973	βαπτισμός	4		
1974	ἀφροσύνη	4		
1975	ὀρθῶς	4		
1976	ἐκθαμβέομαι	4		
1977	εἰρηνεύω	4		
1978	συμπορεύομαι	4		
1979	νεότης	4		
1980	ἀγρυπνέω	4		
1981	θυρωρός	4		
1982	μεσονύκτιον	4		
1983	παραφέρω	4		
1984	ἀναθεματίζω	4		
1985	πορφύρα	4		
1986	ἄρωμα	4		
1987	παρακολουθέω	4		
1988	ἐπακολουθέω	4		
1989	κράτιστος	4		
1990	στεῖρα	4		
1991	λαγχάνω	4		
1992	ὀπτασία	4		
1993	ταπείνωσις	4		
1994	ἀφόβως	4		
1995	ἐπιφαίνω	4		
1996	κραταιόομαι	4		
1997	ἀπογράφω	4		
1998	φάτνη	4		
1999	εὐλαβής	4		
2000	ἀπόκρισις	4		
2001	ὀδυνάομαι	4		
2002	Ἅννας	4		
2003	σκολιός	4		
2004	ὀψώνιον	4		
2005	ἦχος	4		
2006	ἀποβαίνω	4		
2007	συγκλείω	4		
2008	καθίημι	4		
2009	σπουδαίως	4		
2010	ἔνδοξος	4		
2011	κινδυνεύω	4		
2012	συναρπάζω	4		
2013	διαπορέω	4		
2014	προσάγω	4		
2015	βαλλάντιον	4		
2016	ἀποκρύπτω	4		
2017	κτῆνος	4		
2018	ὑποδέχομαι	4		
2019	κοίτη	4		
2020	διαδίδωμι	4		
2021	παλαιόω	4		
2022	γείτων	4		
2023	πολίτης	4		
2024	ἐκλείπω	4		
2025	οἰκέτης	4		
2026	βάπτω	4		
2027	δειπνέω	4		
2028	Λώτ	4		
2029	ἀπόκειμαι	4		
2030	σουδάριον	4		
2031	ἐπισκοπή	4		
2032	μηνύω	4		
2033	κυκλόω	4		
2034	αἰχμαλωτίζω	4		
2035	ἄστρον	4		
2036	ἀνάμνησις	4		
2037	ἐξουσιάζω	4		
2038	αἴτιος	4		
2039	ἐπιφωνέω	4		
2040	κακοῦργος	4		
2041	ἄτοπος	4		
2042	βαθύς	4		
2043	ὁμιλέω	4		
2044	ψηλαφάω	4		
2045	ἀμνός	4		
2046	Κανά	4		
2047	ἀντλέω	4		
2048	ἐλάσσων	4		
2049	ὁμοῦ	4		
2050	μάννα	4		
2051	μάχομαι	4		
2052	γογγυσμός	4		
2053	οὐδέπω	4		
2054	γυνή	4		
2055	ἀρεστός	4		
2056	λοιδορέω	4		
2057	παραμυθέομαι	4		
2058	περιΐστημι	4		
2059	ψωμίον	4		
2060	τάχιον	4		
2061	κλῆμα	4		
2062	πορφυροῦς	4		
2063	ὑπερῷον	4		
2064	ἀποστολή	4		
2065	ὅρασις	4		
2066	ἀποδείκνυμι	4		
2067	πατριάρχης	4		
2068	εἴσειμι	4		
2069	ἀρχηγός	4		
2070	ἄγνοια	4		
2071	δημόσιος	4		
2072	πειθαρχέω	4		
2073	τετρακόσιοι	4		
2074	Ἑβραῖος	4		
2075	βλάσφημος	4		
2076	πάροικος	4		
2077	μετακαλέομαι	4		
2078	ἐκτίθημι	4		
2079	Σινᾶ	4		
2080	λόγιον	4		
2081	νεανίας	4		
2082	ἐπίθεσις	4		
2083	πικρία	4		
2084	σύνδεσμος	4		
2085	ἅρμα	4		
2086	κείρω	4		
2087	ἄφωνος	4		
2088	ἐπιβουλή	4		
2089	παρασκευάζω	4		
2090	ἑρπετόν	4		
2091	κατασείω	4		
2092	δῆμος	4		
2093	συμπαραλαμβάνω	4		
2094	ἀποπλέω	4		
2095	Βενιαμίν	4		
2096	ἔξειμι	4		
2097	καταπαύω	4		
2098	ἐμμένω	4		
2099	Σιλᾶς	4		
2100	Φίλιπποι	4		
2101	Θυάτειρα	4		
2102	ἀνίημι	4		
2103	Ἀθῆναι	4		
2104	Ἰταλία	4		
2105	ἀκριβέστερον	4		
2106	τεχνίτης	4		
2107	Θεσσαλονικεύς	4		
2108	καταφέρω	4		
2109	ὑποστέλλω	4		
2110	ἡσυχία	4		
2111	ἐγκράτεια	4		
2112	θρησκεία	4		
2113	κέντρον	4		
2114	ζημία	4		
2115	παραχειμάζω	4		
2116	ἄγκυρα	4		
2117	ἀδιαλείπτως	4		
2118	εὐοδόομαι	4		
2119	στενοχωρία	4		
2120	προσωπολημψία	4		
2121	ἀκροατής	4		
2122	ἔνδειξις	4		
