n	lemma	count	status	approvals
4076	Γαββαθα	1		
4077	Ῥωμαϊστί	1		
4078	ἄραφος	1		
4079	ὑφαντός	1		
4080	Κλωπᾶς	1		
4081	λόγχη	1		
4082	νύσσω	1		
4083	μίγμα	1		
4084	ἀλόη	1		
4085	κηπουρός	1		
4086	ἀγγέλλω	1		
4087	ἐμφυσάω	1		
4088	ἁλιεύω	1		
4089	προσφάγιον	1		
4090	ἐπενδύτης	1		
4091	τεκμήριον	1		
4092	ὀπτάνομαι	1		
4093	συναλίζομαι	1		
4094	περιμένω	1		
4095	ἐλαιών	1		
4096	καταμένω	1		
4097	καταριθμέω	1		
4098	πρηνής	1		
4099	λακάω	1		
4100	Ἁκελδαμάχ	1		
4101	ἔπαυλις	1		
4102	συγκαταψηφίζομαι	1		
4103	βίαιος	1		
4104	Πάρθος	1		
4105	Μῆδος	1		
4106	Ἐλαμίτης	1		
4107	Λιβύη	1		
4108	Κυρήνη	1		
4109	Ἄραψ	1		
4110	μεγαλεῖος	1		
4111	διαχλευάζω	1		
4112	γλεῦκος	1		
4113	μεστόω	1		
4114	ἐνωτίζομαι	1		
4115	Ἰωήλ	1		
4116	ἐνύπνιον	1		
4117	ἐπιφανής	1		
4118	ἔκδοτος	1		
4119	προσπήγνυμι	1		
4120	κατανύσσομαι	1		
4121	τρισχίλιοι	1		
4122	ἀφελότης	1		
4123	βάσις	1		
4124	σφυδρόν	1		
4125	ἐξάλλομαι	1		
4126	ἔκθαμβος	1		
4127	ὁλοκληρία	1		
4128	ἀνάψυξις	1		
4129	ἀποκατάστασις	1		
4130	ἐξολεθρεύω	1		
4131	ἀρχιερατικός	1		
4132	οἰκοδόμος	1		
4133	ἀγράμματος	1		
4134	διανέμω	1		
4135	καθόλου	1		
4136	προσαπειλέομαι	1		
4137	φρυάσσω	1		
4138	ἐνδεής	1		
4139	κτήτωρ	1		
4140	Σάπφιρα	1		
4141	διάστημα	1		
4142	Στοά	1		
4143	κλινάριον	1		
4144	πέριξ	1		
4145	ὀχλέομαι	1		
4146	γερουσία	1		
4147	Θευδᾶς	1		
4148	προσκλίνομαι	1		
4149	διαλύω	1		
4150	θεομάχος	1		
4151	παραθεωρέω	1		
4152	καθημερινός	1		
4153	Πρόχορος	1		
4154	Νικάνωρ	1		
4155	Τίμων	1		
4156	Παρμενᾶς	1		
4157	Νικόλαος	1		
4158	Ἀντιοχεύς	1		
4159	Λιβερτῖνος	1		
4160	ὑποβάλλω	1		
4161	συγκινέω	1		
4162	Χαλδαῖος	1		
4163	χόρτασμα	1		
4164	σιτίον	1		
4165	ἀναγνωρίζομαι	1		
4166	ὠνέομαι	1		
4167	Ἑμμώρ	1		
4168	κατασοφίζομαι	1		
4169	ἔκθετος	1		
4170	ἀμύνομαι	1		
4171	συναλλάσσω	1		
4172	Μαδιάμ	1		
4173	κάκωσις	1		
4174	λυτρωτής	1		
4175	Ἐρυθρός	1		
4176	Θάλασσα	1		
4177	μοσχοποιέω	1		
4178	σφάγιον	1		
4179	Μολόχ	1		
4180	Ῥαιφάν	1		
4181	ἐπέκεινα	1		
4182	διαδέχομαι	1		
4183	σκληροτράχηλος	1		
4184	ἀπερίτμητος	1		
4185	ἀντιπίπτω	1		
4186	ἔλευσις	1		
4187	βρύχω	1		
4188	ἀναίρεσις	1		
4189	συγκομίζω	1		
4190	κοπετός	1		
4191	λυμαίνομαι	1		
4192	μαγεύω	1		
4193	μαγεία	1		
4194	ἐπίνοια	1		
4195	Γάζα	1		
4196	Κανδάκη	1		
4197	γάζα	1		
4198	περιοχή	1		
4199	Ἄζωτος	1		
4200	ἐμπνέω	1		
4201	συνοδεύω	1		
4202	ἐνέος	1		
4203	ἀποπίπτω	1		
4204	λεπίς	1		
4205	Σαρών	1		
4206	μαθήτρια	1		
4207	ὀκνέω	1		
4208	Ἰταλικός	1		
4209	ὁδοιπορέω	1		
4210	πρόσπεινος	1		
4211	διερωτάω	1		
4212	διενθυμέομαι	1		
4213	εἰσκαλέομαι	1		
4214	συνομιλέω	1		
4215	ἀλλόφυλος	1		
4216	ἀναντιρρήτως	1		
4217	προσωπολήμπτης	1		
4218	εὐεργετέω	1		
4219	προχειροτονέω	1		
4220	συμπίνω	1		
4221	πρώτως	1		
4222	εὐπορέομαι	1		
4223	τετράδιον	1		
4224	οἴκημα	1		
4225	Ῥόδη	1		
4226	εἰστρέχω	1		
4227	θυμομαχέω	1		
4228	Τύριος	1		
4229	Βλάστος	1		
4230	κοιτών	1		
4231	τακτός	1		
4232	δημηγορέω	1		
4233	σκωληκόβρωτος	1		
4234	Νίγερ	1		
4235	Μαναήν	1		
4236	σύντροφος	1		
4237	Σελεύκεια	1		
4238	Σαλαμίς	1		
4239	Βαριησοῦς	1		
4240	Σέργιος	1		
4241	Ἐλύμας	1		
4242	ῥᾳδιουργία	1		
4243	ἀχλύς	1		
4244	χειραγωγός	1		
4245	τροποφορέω	1		
4246	κατακληρονομέω	1		
4247	Κίς	1		
4248	προκηρύσσω	1		
4249	ἐκπληρόω	1		
4250	καταφρονητής	1		
4251	παροτρύνω	1		
4252	Λυκαονία	1		
4253	Λυκαονιστί	1		
4254	στέμμα	1		
4255	ἐκπηδάω	1		
4256	παροίχομαι	1		
4257	ἀμάρτυρος	1		
4258	ἀγαθουργέω	1		
4259	καρποφόρος	1		
4260	Ἀττάλεια	1		
4261	ἐπιστροφή	1		
4262	κατάλοιπος	1		
4263	παρενοχλέω	1		
4264	ἀλίσγημα	1		
4265	ἀνασκευάζω	1		
4266	ἐπάναγκες	1		
4267	ῥώννυμαι	1		
4268	Σαμοθρᾴκη	1		
4269	Νέα	1		
4270	Πόλις	1		
4271	κολωνία	1		
4272	πορφυρόπωλις	1		
4273	πύθων	1		
4274	μαντεύομαι	1		
4275	ἐκταράσσω	1		
4276	συνεφίστημι	1		
4277	περιρήγνυμι	1		
4278	ἐπακροάομαι	1		
4279	θεμέλιον	1		
4280	ἔξυπνος	1		
4281	εἰσπηδάω	1		
4282	πανοικεί	1		
4283	Ἀμφίπολις	1		
4284	Ἀπολλωνία	1		
4285	προσκληρόομαι	1		
4286	ὀχλοποιέω	1		
4287	κατείδωλος	1		
4288	παρατυγχάνω	1		
4289	Ἐπικούρειος	1		
4290	Στοϊκός	1		
4291	φιλόσοφος	1		
4292	σπερμολόγος	1		
4293	καταγγελεύς	1		
4294	δεισιδαίμων	1		
4295	βωμός	1		
4296	ἄγνωστος	1		
4297	προσδέομαι	1		
4298	ὁροθεσία	1		
4299	κατοικία	1		
4300	ὑπεροράω	1		
4301	χλευάζω	1		
4302	Διονύσιος	1		
4303	Ἀρεοπαγίτης	1		
4304	Δάμαρις	1		
4305	Ποντικός	1		
4306	προσφάτως	1		
4307	ὁμότεχνος	1		
4308	σκηνοποιός	1		
4309	Τίτιος	1		
4310	συνομορέω	1		
4311	κατεφίστημι	1		
4312	ἀναπείθω	1		
4313	ῥᾳδιούργημα	1		
4314	ἀπελαύνω	1		
4315	ἐπινεύω	1		
4316	λόγιος	1		
4317	προτρέπομαι	1		
4318	διακατελέγχομαι	1		
4319	ἀνωτερικός	1		
4320	σχολή	1		
4321	Τύραννος	1		
4322	χρώς	1		
4323	σιμικίνθιον	1		
4324	ἐξορκιστής	1		
4325	Σκευᾶς	1		
4326	ἐφάλλομαι	1		
4327	συμψηφίζω	1		
4328	ἀργυροκόπος	1		
4329	εὐπορία	1		
4330	ἀπελεγμός	1		
4331	θεά	1		
4332	σύγχυσις	1		
4333	Ἀσιάρχης	1		
4334	νεωκόρος	1		
4335	διοπετής	1		
4336	ἀναντίρρητος	1		
4337	ἱερόσυλος	1		
4338	περαιτέρω	1		
4339	αἴτιον	1		
4340	Ἑλλάς	1		
4341	συνέπομαι	1		
4342	Σώπατρος	1		
4343	Πύρρος	1		
4344	Βεροιαῖος	1		
4345	Σεκοῦνδος	1		
4346	Δερβαῖος	1		
4347	Ἀσιανός	1		
4348	παρατείνω	1		
4349	Εὔτυχος	1		
4350	τρίστεγον	1		
4351	συμπεριλαμβάνω	1		
4352	αὐγή	1		
4353	μετρίως	1		
4354	πεζεύω	1		
4355	Μιτυλήνη	1		
4356	ἄντικρυς	1		
4357	Χίος	1		
4358	παραβάλλω	1		
4359	Σάμος	1		
4360	παραπλέω	1		
4361	χρονοτριβέω	1		
4362	ἄφιξις	1		
4363	τριετία	1		
4364	Κώς	1		
4365	Ῥόδος	1		
4366	Πάταρα	1		
4367	ἀποφορτίζομαι	1		
4368	διανύω	1		
4369	Πτολεμαΐς	1		
4370	ἐντόπιος	1		
4371	συνθρύπτω	1		
4372	ἐπισκευάζομαι	1		
4373	Μνάσων	1		
4374	ἀσμένως	1		
4375	ἐκπλήρωσις	1		
4376	ἁγνισμός	1		
4377	πανταχῇ	1		
4378	συνδρομή	1		
4379	φάσις	1		
4380	κατατρέχω	1		
4381	σικάριος	1		
4382	ἄσημος	1		
4383	ἀκρίβεια	1		
4384	ἔδαφος	1		
4385	φυλακίζω	1		
4386	προτείνω	1		
4387	μαστίζω	1		
4388	τοῖχος	1		
4389	παρανομέω	1		
4390	διαμάχομαι	1		
4391	συνωμοσία	1		
4392	ἐκλαλέω	1		
4393	δεξιολάβος	1		
4394	Ἀντιπατρίς	1		
4395	ἀναδίδωμι	1		
4396	διακούω	1		
4397	ῥήτωρ	1		
4398	διόρθωμα	1		
4399	πάντῃ	1		
4400	πρωτοστάτης	1		
4401	συνεπιτίθεμαι	1		
4402	εὐθύμως	1		
4403	ἀσκέω	1		
4404	ἀναβάλλομαι	1		
4405	Δρούσιλλα	1		
4406	διάδοχος	1		
4407	Πόρκιος	1		
4408	συγκαταβαίνω	1		
4409	αἰτίωμα	1		
4410	καταδίκη	1		
4411	ἀναβολή	1		
4412	δεισιδαιμονία	1		
4413	διάγνωσις	1		
4414	φαντασία	1		
4415	ἀκροατήριον	1		
4416	ἐξοχή	1		
4417	συμπάρειμι	1		
4418	ἀνάκρισις	1		
4419	γνώστης	1		
4420	μακροθύμως	1		
4421	βίωσις	1		
4422	ἀκριβής	1		
4423	δωδεκάφυλον	1		
4424	ἐκτένεια	1		
4425	ἐμμαίνομαι	1		
4426	ἐπιτροπή	1		
4427	λαμπρότης	1		
4428	λακτίζω	1		
4429	πειράω	1		
4430	ἐπικουρία	1		
4431	παθητός	1		
4432	μανία	1		
4433	περιτρέπω	1		
4434	Ἀδραμυττηνός	1		
4435	φιλανθρώπως	1		
4436	ἐπιμέλεια	1		
4437	διαπλέω	1		
4438	Μύρα	1		
4439	Λυκία	1		
4440	ἐμβιβάζω	1		
4441	βραδυπλοέω	1		
4442	Κνίδος	1		
4443	προσεάω	1		
4444	Σαλμώνη	1		
4445	Καλός	1		
4446	Λιμήν	1		
4447	Λασαία	1		
4448	ἐπισφαλής	1		
4449	ναύκληρος	1		
4450	ἀνεύθετος	1		
4451	παραχειμασία	1		
4452	Φοῖνιξ	1		
4453	λίψ	1		
4454	χῶρος	1		
4455	ὑποπνέω	1		
4456	ἆσσον	1		
4457	τυφωνικός	1		
4458	εὐρακύλων	1		
4459	ἀντοφθαλμέω	1		
4460	ὑποτρέχω	1		
4461	νησίον	1		
4462	Καῦδα	1		
4463	περικρατής	1		
4464	ὑποζώννυμι	1		
4465	Σύρτις	1		
4466	σφοδρῶς	1		
4467	χειμάζομαι	1		
4468	ἐκβολή	1		
4469	αὐτόχειρ	1		
4470	σκευή	1		
4471	ἀσιτία	1		
4472	Ἀδρίας	1		
4473	ἄσιτος	1		
4474	διατελέω	1		
4475	εὔθυμος	1		
4476	κουφίζω	1		
4477	ζευκτηρία	1		
4478	ἀρτέμων	1		
4479	διθάλασσος	1		
4480	ἐπικέλλω	1		
4481	ναῦς	1		
4482	ἐρείδω	1		
4483	ἐκκολυμβάω	1		
4484	διαφεύγω	1		
4485	κολυμβάω	1		
4486	ἀπορίπτω	1		
4487	σανίς	1		
4488	Μελίτη	1		
4489	φρύγανον	1		
4490	θέρμη	1		
4491	καθάπτω	1		
4492	πίμπρημι	1		
4493	μεταβάλλομαι	1		
4494	φιλοφρόνως	1		
4495	δυσεντέριον	1		
4496	παράσημος	1		
4497	Διόσκουροι	1		
4498	Συράκουσαι	1		
4499	Ῥήγιον	1		
4500	ἐπιγίνομαι	1		
4501	δευτεραῖος	1		
4502	Ποτίολοι	1		
4503	Ἀππίου	1		
4504	Φόρον	1		
4505	Τρεῖς	1		
4506	Ταβέρνη	1		
4507	θάρσος	1		
4508	ἀσύμφωνος	1		
4509	σύνιημι	1		
4510	μίσθωμα	1		
4511	ἀκωλύτως	1		
4512	συμπαρακαλέομαι	1		
4513	θειότης	1		
4514	καθοράω	1		
4515	ματαιόομαι	1		
4516	σεβάζομαι	1		
4517	ἐκκαίομαι	1		
4518	ὄρεξις	1		
4519	κακοήθεια	1		
4520	ψιθυριστής	1		
4521	κατάλαλος	1		
4522	θεοστυγής	1		
4523	ἐφευρετής	1		
4524	ἀσύνθετος	1		
4525	ἀνελεήμων	1		
4526	σκληρότης	1		
4527	ἀμετανόητος	1		
4528	δικαιοκρισία	1		
4529	γραπτός	1		
4530	ἐπονομάζομαι	1		
4531	ἱεροσυλέω	1		
4532	ψεῦσμα	1		
4533	προέχομαι	1		
4534	προαιτιάομαι	1		
4535	ἀχρειόομαι	1		
4536	λάρυγξ	1		
4537	δολιόω	1		
4538	ἀσπίς	1		
4539	ἀρά	1		
4540	σύντριμμα	1		
4541	ὑπόδικος	1		
4542	πάρεσις	1		
4543	προγίνομαι	1		
4544	προπάτωρ	1		
4545	ἐπικαλύπτω	1		
4546	ἑκατονταετής	1		
4547	σύμφυτος	1		
4548	ἤτοι	1		
4549	ὕπανδρος	1		
4550	παλαιότης	1		
4551	σύμφημι	1		
4552	συνήδομαι	1		
4553	ἀντιστρατεύομαι	1		
4554	συνδοξάζομαι	1		
4555	συστενάζω	1		
4556	συνωδίνω	1		
4557	ὑπερεντυγχάνω	1		
4558	ἀλάλητος	1		
4559	ὑπερνικάω	1		
4560	νομοθεσία	1		
4561	Ῥεβέκκα	1		
4562	πλάσμα	1		
4563	Ὡσηέ	1		
4564	ὑπόλειμμα	1		
4565	συντέμνω	1		
4566	ἀποτολμάω	1		
4567	ἐκπετάννυμι	1		
4568	ὑπολείπω	1		
4569	χρηματισμός	1		
4570	ἑπτακισχίλιοι	1		
4571	Βάαλ	1		
4572	λεῖμμα	1		
4573	κατάνυξις	1		
4574	θήρα	1		
4575	νῶτος	1		
4576	συγκάμπτω	1		
4577	πρόσλημψις	1		
4578	πιότης	1		
4579	καλλιέλαιος	1		
4580	ἀνεξεραύνητος	1		
4581	σύμβουλος	1		
4582	προδίδωμι	1		
4583	ὑπερφρονέω	1		
4584	ἀναλογία	1		
4585	ἱλαρότης	1		
4586	ἀποστυγέω	1		
4587	φιλόστοργος	1		
4588	προηγέομαι	1		
4589	ἄνθραξ	1		
4590	ἐγγύτερον	1		
4591	ἀσθένημα	1		
4592	τολμηρότερον	1		
4593	ἐπαναμιμνῄσκω	1		
4594	ἱερουργέω	1		
4595	Ἰλλυρικόν	1		
4596	ἐπιποθία	1		
4597	συναγωνίζομαι	1		
4598	συναναπαύομαι	1		
4599	Φοίβη	1		
4600	προστάτις	1		
4601	Ἐπαίνετος	1		
4602	Ἀνδρόνικος	1		
4603	Ἰουνία	1		
4604	Ἀμπλιᾶτος	1		
4605	Οὐρβανός	1		
4606	Στάχυς	1		
4607	Ἀπελλῆς	1		
4608	Ἀριστόβουλος	1		
4609	Ἡρῳδίων	1		
4610	Νάρκισσος	1		
4611	Τρύφαινα	1		
4612	Τρυφῶσα	1		
4613	Περσίς	1		
4614	Ἀσύγκριτος	1		
4615	Φλέγων	1		
4616	Πατροβᾶς	1		
4617	Ἑρμᾶς	1		
4618	Φιλόλογος	1		
4619	Ἰουλία	1		
4620	Νηρεύς	1		
4621	Ὀλυμπᾶς	1		
4622	χρηστολογία	1		
4623	ἀφικνέομαι	1		
4624	Σωσίπατρος	1		
4625	Τέρτιος	1		
4626	Κούαρτος	1		
4627	Χλόη	1		
4628	συζητητής	1		
4629	ἀγενής	1		
4630	πειθός	1		
4631	ἀπόδειξις	1		
4632	γεώργιον	1		
4633	ἀρχιτέκτων	1		
4634	καλάμη	1		
4635	δράσσομαι	1		
4636	ἐπιθανάτιος	1		
4637	γυμνιτεύω	1		
4638	ἀστατέω	1		
4639	δυσφημέω	1		
4640	περικάθαρμα	1		
4641	περίψημα	1		
4642	ἑορτάζω	1		
4643	ἐξαίρω	1		
4644	ἀνάξιος	1		
4645	μήτιγε	1		
4646	σύμφωνος	1		
4647	συγγνώμη	1		
4648	ἐπισπάομαι	1		
4649	ἀπελεύθερος	1		
4650	λύσις	1		
4651	βρόχος	1		
4652	εὐπάρεδρον	1		
4653	ἀπερισπάστως	1		
4654	ὑπέρακμος	1		
4655	εἰδωλεῖον	1		
4656	κημόω	1		
4657	ἐγκοπή	1		
4658	παρεδρεύω	1		
4659	συμμερίζομαι	1		
4660	ἄκων	1		
4661	ἀδάπανος	1		
4662	στάδιον	1		
4663	ἀδήλως	1		
4664	πυκτεύω	1		
4665	δουλαγωγέω	1		
4666	καταστρώννυμι	1		
4667	ἐπιθυμητής	1		
4668	παίζω	1		
4669	ὀλοθρευτής	1		
4670	τυπικῶς	1		
4671	μάκελλον	1		
4672	ἱερόθυτος	1		
4673	κόμη	1		
4674	φιλόνεικος	1		
4675	ἀναξίως	1		
4676	ὄσφρησις	1		
4677	ἀσχήμων	1		
4678	εὐσχημοσύνη	1		
4679	ἀντίλημψις	1		
4680	κυβέρνησις	1		
4681	ἠχέω	1		
4682	κύμβαλον	1		
4683	χρηστεύομαι	1		
4684	περπερεύομαι	1		
4685	αἴνιγμα	1		
4686	παραμυθία	1		
4687	ἄψυχος	1		
4688	αὐλός	1		
4689	εὔσημος	1		
4690	νηπιάζω	1		
4691	ἑτερόγλωσσος	1		
4692	διερμηνευτής	1		
4693	ὡσπερεί	1		
4694	ἔκτρωμα	1		
4695	τάγμα	1		
4696	νή	1		
4697	θηριομαχέω	1		
4698	ἦθος	1		
4699	ὁμιλία	1		
4700	ἐκνήφω	1		
4701	πτηνόν	1		
4702	ἄτομος	1		
4703	ῥιπή	1		
4704	ἀμετακίνητος	1		
4705	πάροδος	1		
4706	ἀνδρίζομαι	1		
4707	Φορτουνᾶτος	1		
4708	Ἀχαϊκός	1		
4709	μαράνα	1		
4710	θά	1		
4711	ἀπόκριμα	1		
4712	συνυπουργέω	1		
4713	ἐλαφρία	1		
4714	ἐπιτιμία	1		
4715	καπηλεύω	1		
4716	συστατικός	1		
4717	ἱκανότης	1		
4718	ἐντυπόω	1		
4719	κατοπτρίζομαι	1		
4720	ἀπεῖπον	1		
4721	δολόω	1		
4722	αὐγάζω	1		
4723	παραυτίκα	1		
4724	ἐπακούω	1		
4725	προσκοπή	1		
4726	δυσφημία	1		
4727	εὐφημία	1		
4728	ἑτεροζυγέω	1		
4729	μετοχή	1		
4730	συμφώνησις	1		
4731	Βελιάρ	1		
4732	συγκατάθεσις	1		
4733	ἐμπεριπατέω	1		
4734	εἰσδέχομαι	1		
4735	μολυσμός	1		
4736	ἀγανάκτησις	1		
4737	πτωχεύω	1		
4738	ἐλαττονέω	1		
4739	ἁδρότης	1		
4740	ἀπαρασκεύαστος	1		
4741	προκαταρτίζω	1		
4742	προαιρέομαι	1		
4743	ἱλαρός	1		
4744	δότης	1		
4745	πένης	1		
4746	ἀνεκδιήγητος	1		
4747	ὀχύρωμα	1		
4748	ἐκφοβέω	1		
4749	ἐγκρίνω	1		
4750	ὑπερεκτείνω	1		
4751	ὑπερέκεινα	1		
4752	ἁρμόζομαι	1		
4753	συλάω	1		
4754	ἀβαρής	1		
4755	ψευδαπόστολος	1		
4756	δόλιος	1		
4757	παραφρονέω	1		
4758	ὑπερβαλλόντως	1		
4759	πεντάκις	1		
4760	νυχθήμερον	1		
4761	βυθός	1		
4762	δίψος	1		
4763	ἐθνάρχης	1		
4764	Ἁρέτας	1		
4765	Δαμασκηνός	1		
4766	σαργάνη	1		
4767	ἄρρητος	1		
4768	σκόλοψ	1		
4769	ἐπισκηνόω	1		
4770	ἐκδαπανάομαι	1		
4771	καταβαρέω	1		
4772	πανοῦργος	1		
4773	συναποστέλλω	1		
4774	ψιθυρισμός	1		
4775	φυσίωσις	1		
4776	κατάρτισις	1		
4777	συνηλικιώτης	1		
4778	πατρικός	1		
4779	ἱστορέω	1		
4780	παρείσακτος	1		
4781	κατασκοπέω	1		
4782	εἴκω	1		
4783	συνυποκρίνομαι	1		
4784	ὀρθοποδέω	1		
4785	ἐθνικῶς	1		
4786	Ἰουδαϊκῶς	1		
4787	ἰουδαΐζω	1		
4788	συνιστάνω	1		
4789	Γαλάτης	1		
4790	βασκαίνω	1		
4791	προευαγγελίζομαι	1		
4792	ἐπιδιατάσσομαι	1		
4793	προκυρόω	1		
4794	προθεσμία	1		
4795	στοιχεῖα	1		
4796	ἐκπτύω	1		
4797	μορφόω	1		
4798	ἀλληγορέω	1		
4799	συστοιχέω	1		
4800	πεισμονή	1		
4801	δάκνω	1		
4802	κενόδοξος	1		
4803	προκαλέομαι	1		
4804	φθονέω	1		
4805	φρεναπατάω	1		
4806	μυκτηρίζω	1		
4807	εὐπροσωπέω	1		
4808	στίγμα	1		
4809	κληρόω	1		
4810	προελπίζω	1		
4811	μέγεθος	1		
4812	ἄθεος	1		
4813	μεσότοιχον	1		
4814	συμπολίτης	1		
4815	συνοικοδομέω	1		
4816	σύσσωμος	1		
4817	πολυποίκιλος	1		
4818	ἐξισχύω	1		
4819	αἰχμαλωτεύω	1		
4820	κατώτερος	1		
4821	καταρτισμός	1		
4822	κλυδωνίζομαι	1		
4823	κυβεία	1		
4824	ἀπαλγέω	1		
4825	ἀνανεόω	1		
4826	ἐπιδύω	1		
4827	παροργισμός	1		
4828	αἰσχρότης	1		
4829	μωρολογία	1		
4830	εὐτραπελία	1		
4831	κρυφῇ	1		
4832	ἐπιφαύσκω	1		
4833	ἄσοφος	1		
4834	ῥυτίς	1		
4835	μακροχρόνιος	1		
4836	εὔνοια	1		
4837	πάλη	1		
4838	κοσμοκράτωρ	1		
4839	ἑτοιμασία	1		
4840	θυρεός	1		
4841	βέλος	1		
4842	προσκαρτέρησις	1		
4843	ἄνοιξις	1		
4844	αἴσθησις	1		
4845	ἁγνῶς	1		
4846	πτύρομαι	1		
4847	παραμύθιον	1		
4848	σύμψυχος	1		
4849	κενοδοξία	1		
4850	ἁρπαγμός	1		
4851	ὑπερυψόω	1		
4852	καταχθόνιος	1		
4853	ἀπουσία	1		
4854	εὐψυχέω	1		
4855	ἰσόψυχος	1		
4856	γνησίως	1		
4857	παραπλήσιον	1		
4858	ἀλυπότερος	1		
4859	παραβολεύομαι	1		
4860	κατατομή	1		
4861	ὀκταήμερος	1		
4862	σκύβαλον	1		
4863	συμμορφίζομαι	1		
4864	ἐξανάστασις	1		
4865	ἐπεκτείνομαι	1		
4866	σκοπός	1		
4867	ἑτέρως	1		
4868	συμμιμητής	1		
4869	πολίτευμα	1		
4870	ἐπιπόθητος	1		
4871	Εὐοδία	1		
4872	Συντύχη	1		
4873	σύζυγος	1		
4874	Κλήμης	1		
4875	προσφιλής	1		
4876	εὔφημος	1		
4877	μεγάλως	1		
4878	ἀναθάλλω	1		
4879	ἀκαιρέομαι	1		
4880	αὐτάρκης	1		
4881	μυέομαι	1		
4882	Φιλιππήσιος	1		
4883	λῆμψις	1		
4884	Κολοσσαί	1		
4885	προακούω	1		
4886	ἀρεσκεία	1		
4887	ὁρατός	1		
4888	πρωτεύω	1		
4889	εἰρηνοποιέω	1		
4890	μετακινέω	1		
4891	ἀνταναπληρόω	1		
4892	πιθανολογία	1		
4893	στερέωμα	1		
4894	συλαγωγέω	1		
4895	φιλοσοφία	1		
4896	θεότης	1		
4897	σωματικῶς	1		
4898	ἀπέκδυσις	1		
4899	χειρόγραφον	1		
4900	προσηλόω	1		
4901	νουμηνία	1		
4902	καταβραβεύω	1		
4903	ἐμβατεύω	1		
4904	δογματίζομαι	1		
4905	ἀπόχρησις	1		
4906	ἐθελοθρησκία	1		
4907	ἀφειδία	1		
4908	πλησμονή	1		
4909	αἰσχρολογία	1		
4910	Σκύθης	1		
4911	μομφή	1		
4912	βραβεύω	1		
4913	εὐχάριστος	1		
4914	ἀθυμέω	1		
4915	ἀνταπόδοσις	1		
4916	ἀνεψιός	1		
4917	παρηγορία	1		
4918	Ἱεράπολις	1		
4919	Νύμφας	1		
4920	Λαοδικεύς	1		
4921	ἐξηχέομαι	1		
4922	ἀναμένω	1		
4923	προπάσχω	1		
4924	κολακεία	1		
4925	τροφός	1		
4926	ὁμείρομαι	1		
4927	ὁσίως	1		
4928	συμφυλέτης	1		
4929	ἐκδιώκω	1		
4930	ἀπορφανίζω	1		
4931	σαίνομαι	1		
4932	θεοδίδακτος	1		
4933	κέλευσμα	1		
4934	ἄτακτος	1		
4935	ὀλιγόψυχος	1		
4936	ὁλοτελής	1		
4937	ἐνορκίζω	1		
4938	ὑπεραυξάνω	1		
4939	ἐγκαυχάομαι	1		
4940	ἔνδειγμα	1		
4941	τίνω	1		
4942	ἀτακτέω	1		
4943	περιεργάζομαι	1		
4944	καλοποιέω	1		
4945	σημειόομαι	1		
4946	ἀπέραντος	1		
4947	ἐκζήτησις	1		
4948	ματαιολογία	1		
4949	πατρολῴας	1		
4950	μητρολῴας	1		
4951	ἀνδροφόνος	1		
4952	ἀνδραποδιστής	1		
4953	ἐπίορκος	1		
4954	διώκτης	1		
4955	ὑπερπλεονάζω	1		
4956	ἤρεμος	1		
4957	ἀντίλυτρον	1		
4958	καταστολή	1		
4959	αἰδώς	1		
4960	πλέγμα	1		
4961	θεοσέβεια	1		
4962	αὐθεντέω	1		
4963	τεκνογονία	1		
4964	νεόφυτος	1		
4965	δίλογος	1		
4966	βαθμός	1		
4967	ἑδραίωμα	1		
4968	ὁμολογουμένως	1		
4969	ῥητῶς	1		
4970	ψευδολόγος	1		
4971	καυστηριάζω	1		
4972	μετάλημψις	1		
4973	ἀπόβλητος	1		
4974	ἐντρέφομαι	1		
4975	γραώδης	1		
4976	γυμνασία	1		
4977	ἐπιπλήσσω	1		
4978	ἔκγονον	1		
4979	πρῶτον	1		
4980	ἀμοιβή	1		
4981	μονόομαι	1		
4982	καταλέγω	1		
4983	τεκνοτροφέω	1		
4984	ξενοδοχέω	1		
4985	καταστρηνιάω	1		
4986	φλύαρος	1		
4987	τεκνογονέω	1		
4988	οἰκοδεσποτέω	1		
4989	πρόκριμα	1		
4990	πρόσκλισις	1		
4991	ὑδροποτέω	1		
4992	στόμαχος	1		
4993	ἄλλως	1		
4994	νοσέω	1		
4995	λογομαχία	1		
4996	ὑπόνοια	1		
4997	διαπαρατριβή	1		
4998	διατροφή	1		
4999	σκέπασμα	1		
5000	βλαβερός	1		
5001	φιλαργυρία	1		
5002	περιπείρω	1		
5003	πραϋπάθια	1		
5004	ἀπρόσιτος	1		
5005	ὑψηλοφρονέω	1		
5006	ἀδηλότης	1		
5007	ἀγαθοεργέω	1		
5008	εὐμετάδοτος	1		
5009	κοινωνικός	1		
5010	ἀποθησαυρίζω	1		
5011	ἀντίθεσις	1		
5012	ψευδώνυμος	1		
5013	μάμμη	1		
5014	Λωΐς	1		
5015	Εὐνίκη	1		
5016	ἀναζωπυρέω	1		
5017	δειλία	1		
5018	σωφρονισμός	1		
5019	Φύγελος	1		
5020	Ἑρμογένης	1		
5021	ἀναψύχω	1		
5022	βέλτιον	1		
5023	πραγματεία	1		
5024	στρατολογέω	1		
5025	λογομαχέω	1		
5026	χρήσιμον	1		
5027	ἀνεπαίσχυντος	1		
5028	ὀρθοτομέω	1		
5029	γάγγραινα	1		
5030	Φίλητος	1		
